county,IndexYear,Location,Population,Total,Rate,VTotal,VRate,Murder,Rape,Robbery,Assault,PTotal,PRate,Arson,Burglary,Theft,MVTheft,,,,
KING,2001,Bothell Police Department,"30,470",882,28.9,26,0.9,1,1,10,14,856,28.1,4,139,599,114,,,,
KING,2002,Bothell Police Department,"30,820",885,28.7,43,1.4,0,10,9,24,842,27.3,7,136,585,114,,,,
KING,2003,Bothell Police Department,"30,910",838,27.1,31,1,0,3,5,23,807,26.1,7,116,520,164,,,,
KING,2004,Bothell Police Department,"30,930",984,31.8,31,1,0,5,5,21,953,30.8,6,153,644,150,,,,
KING,2005,Bothell Police Department,"31,000",895,28.9,47,1.5,0,11,13,23,848,27.4,10,180,503,155,,,,
KING,2006,Bothell Police Department,"31,690","1,018",32.1,40,1.3,0,9,18,13,978,30.9,6,222,561,189,,,,
KING,2007,Bothell Police Department,"32,400",796,24.6,21,0.6,0,2,12,7,775,23.9,8,150,510,107,,,,
KING,2008,Bothell Police Department,"32,860",885,26.9,37,1.1,0,1,19,17,848,25.8,5,156,591,96,,,,
KING,2009,Bothell Police Department,"33,240",924,27.8,33,1,0,3,17,13,891,26.8,7,169,649,66,,,,
KING,2010,Bothell Police Department,"33,430",930,27.8,32,1,0,10,10,12,898,26.9,10,172,642,74,,,,
KING,2011,Bothell Police Department,"33,720",933,27.7,27,0.8,0,7,10,10,906,26.9,7,149,687,63,,,,
KING,1994,Burien Police Department,"27,610","2,389",86.5,184,6.7,2,37,63,82,"2,205",79.9,5,350,"1,585",265,,,,
KING,1995,Burien Police Department,"27,680","2,782",100.5,172,6.2,1,17,57,97,"2,610",94.3,9,413,"1,753",435,,,,
KING,1996,Burien Police Department,"27,830","2,274",81.7,172,6.2,0,25,55,92,"2,102",75.5,15,298,"1,388",401,,,,
KING,1997,Burien Police Department,"27,930","2,341",83.8,166,5.9,1,27,62,76,"2,175",77.9,51,323,"1,420",381,,,,
KING,1998,Burien Police Department,"28,110","2,449",87.1,183,6.5,2,27,57,97,"2,266",80.6,24,358,"1,448",436,,,,
KING,1999,Burien Police Department,"29,770","2,448",82.2,238,8,2,24,90,122,"2,210",74.2,21,443,"1,332",414,,,,
KING,2000,Burien Police Department,"29,650","2,711",91.4,205,6.9,0,26,77,102,"2,506",84.5,29,536,"1,486",455,,,,
KING,2001,Burien Police Department,"31,830","2,359",74.1,235,7.4,2,33,73,127,"2,124",66.7,9,360,"1,203",552,,,,
KING,2002,Burien Police Department,"31,810","2,385",75,188,5.9,1,32,49,106,"2,197",69.1,11,400,"1,243",543,,,,
KING,2003,Burien Police Department,"31,480","2,130",67.7,196,6.2,0,24,74,98,"1,934",61.4,10,368,"1,107",449,,,,
KING,2004,Burien Police Department,"31,130","2,192",70.4,171,5.5,2,20,62,87,"2,021",64.9,17,370,"1,233",401,,,,
KING,2005,Burien Police Department,"31,040","2,223",71.6,160,5.2,2,24,52,82,"2,063",66.5,26,340,"1,090",607,,,,
KING,2006,Burien Police Department,"31,080","2,099",67.5,179,5.8,2,14,59,104,"1,920",61.8,21,383,"1,009",507,,,,
KING,2007,Burien Police Department,"31,410","1,907",60.7,191,6.1,1,16,83,91,"1,716",54.6,6,375,943,392,,,,
KING,2008,Burien Police Department,"31,540","1,678",53.2,189,6,4,28,71,86,"1,489",47.2,12,380,844,253,,,,
KING,2009,Burien Police Department,"31,890","1,715",53.8,167,5.2,2,13,62,90,"1,548",48.5,12,352,957,227,,,,
KING,2010,Burien Police Department,"31,730","2,350",74.1,229,7.2,0,52,95,82,"2,121",66.8,14,561,"1,171",375,,,,
KING,2011,Burien Police Department,"47,660","2,586",54.3,223,4.7,0,46,68,109,"2,363",49.6,10,659,"1,207",487,,,,
KING,2012,Burien Police Department,"47,730","2,831",59.3,267,5.6,2,44,95,126,"2,564",53.7,4,584,"1,388",588,,,,
KING,2013,Burien Police Department,"48,030","2,800",58.3,177,3.7,0,37,65,75,"2,623",54.6,11,690,"1,398",524,,,,
KING,2014,Burien Police Department,"48,240","2,645",54.8,257,5.3,2,38,81,136,"2,388",49.5,13,606,"1,276",493,,,,
KING,2015,Burien Police Department,"48,810","2,656",54.4,199,4.1,0,40,75,84,"2,457",50.3,19,504,"1,389",545,,,,
KING,2016,Burien Police Department,"50,000","3,259",65.2,249,5,3,43,77,126,"2,600",52,19,551,"1,364",666,,,,
KING,2017,Burien Police Department,"50,680","2,311",45.6,213,4.2,4,20,74,115,"2,098",41.4,9,449,"1,097",543,,,,
KING,2018,Burien Police Department,"51,850","3,545",68.4,342,6.6,7,38,112,185,"3,203",61.8,8,656,"1,679",860,,,,
KING,1994,COUNTY TOTAL,"1,610,955","118,046",73.3,"10,256",6.4,105,"1,023","3,813","5,315","107,790",66.9,863,"17,823","76,846","12,258",,,,
KING,1995,COUNTY TOTAL,"1,625,145","119,836",73.7,"8,551",5.3,79,873,"3,477","4,122","111,285",68.5,765,"17,409","78,987","14,124",,,,
KING,1996,COUNTY TOTAL,"1,640,605","119,801",73,"8,101",4.9,70,889,"3,230","3,912","111,700",68.1,761,"18,027","79,430","13,482",,,,
KING,1997,COUNTY TOTAL,"1,658,050","120,452",72.6,"8,343",5,85,734,"3,272","4,252","112,109",67.6,767,"18,111","78,912","14,319",,,,
KING,1998,COUNTY TOTAL,"1,676,260","112,608",67.2,"7,848",4.7,77,811,"2,843","4,117","104,760",62.5,789,"15,844","71,888","16,239",,,,
KING,1999,COUNTY TOTAL,"1,689,610","105,563",62.5,"7,297",4.3,76,653,"2,695","3,873","98,266",58.2,758,"14,478","66,358","16,672",,,,
KING,2000,COUNTY TOTAL,"1,698,830","100,284",59,"7,460",4.4,58,663,"2,652","4,087","92,824",54.6,765,"14,342","60,966","16,751",,,,
KING,2001,COUNTY TOTAL,"1,772,355","102,387",57.8,"7,291",4.1,60,594,"2,624","4,013","95,096",53.7,771,"14,897","61,135","18,293",,,,
KING,2002,COUNTY TOTAL,"1,789,160","103,234",57.7,"7,107",4,62,569,"2,563","3,913","96,127",53.7,762,"16,194","60,870","18,301",,,,
KING,2003,COUNTY TOTAL,"1,794,745","106,821",59.5,"7,182",4,71,651,"2,613","3,847","99,639",55.5,789,"17,821","61,913","19,116",,,,
KING,2004,COUNTY TOTAL,"1,804,780","107,078",59.3,"6,957",3.9,57,673,"2,708","3,519","100,121",55.5,774,"18,156","61,252","19,939",,,,
KING,2005,COUNTY TOTAL,"1,826,305","112,267",61.5,"7,410",4.1,55,663,"2,689","4,003","104,857",57.4,751,"17,156","65,067","21,883",,,,
KING,2006,COUNTY TOTAL,"1,854,825","103,194",55.6,"7,636",4.1,68,646,"2,986","3,936","95,558",51.5,834,"17,822","58,096","18,806",,,,
KING,2007,COUNTY TOTAL,"1,882,205","90,683",48.2,"6,913",3.7,59,556,"2,738","3,560","83,770",44.5,583,"15,565","53,643","13,979",,,,
KING,2008,COUNTY TOTAL,"1,827,155","83,433",45.7,"6,513",3.6,64,544,"2,808","3,097","76,920",42.1,412,"15,697","51,376","9,435",,,,
KING,2009,COUNTY TOTAL,"1,931,205","88,315",45.7,"7,144",3.7,47,545,"3,042","3,510","81,171",42,482,"16,043","56,638","8,008",,,,
KING,2010,COUNTY TOTAL,"1,955,910","86,107",44,"6,606",3.4,41,585,"2,562","3,418","79,501",40.6,409,"16,047","53,948","9,097",,,,
KING,2011,COUNTY TOTAL,"1,966,075","84,892",43.2,"6,776",3.4,36,565,"2,528","3,647","78,116",39.7,335,"16,907","51,843","9,031",,,,
KING,2012,COUNTY TOTAL,"841,815","29,263",34.8,"2,022",2.4,23,321,737,941,"27,241",32.4,158,"7,454","16,124","3,505",,,,
KING,2013,COUNTY TOTAL,"653,585","18,751",28.7,"1,048",1.6,9,214,355,470,"17,703",27.1,117,"4,942","10,437","2,207",,,,
KING,2014,COUNTY TOTAL,"660,295","19,309",29.2,"1,196",1.8,12,229,408,547,"18,113",27.4,127,"4,677","10,896","2,413",,,,
KING,2015,COUNTY TOTAL,"523,405","13,483",25.8,906,1.7,17,196,266,427,"12,577",24,114,"3,234","7,260","1,969",,,,
KING,2016,COUNTY TOTAL,"530,840","15,270",28.8,991,1.9,9,181,309,492,"12,491",23.5,97,"3,033","6,918","2,443",,,,
KING,2017,COUNTY TOTAL,"536,690","12,172",22.7,939,1.7,20,126,306,487,"11,233",20.9,117,"2,571","6,314","2,231",,,,
KING,2018,COUNTY TOTAL,"542,095","18,577",34.3,"1,520",2.8,33,232,459,796,"17,057",31.5,67,"3,917","9,612","3,461",,,,
KING,1994,Carnation Police Department,"1,430",50,35,1,0.7,0,0,0,1,49,34.3,1,11,35,2,,,,
KING,1995,Carnation Police Department,"1,490",46,30.9,2,1.3,0,0,0,2,44,29.5,0,10,33,1,,,,
KING,1996,Carnation Police Department,"1,540",13,8.4,1,0.6,0,0,0,1,12,7.8,0,2,10,0,,,,
KING,1997,Carnation Police Department,"1,650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
KING,1999,Carnation Police Department,"1,785",68,38.1,4,2.2,0,0,1,3,64,35.9,0,15,46,3,,,,
KING,2000,Carnation Police Department,"1,770",49,27.7,3,1.7,0,1,0,2,46,26,2,9,35,0,,,,
KING,2001,Carnation Police Department,"1,920",58,30.2,4,2.1,0,1,1,2,54,28.1,3,15,33,3,,,,
KING,2002,Carnation Police Department,"1,905",65,34.1,6,3.1,0,3,2,1,59,31,2,16,37,4,,,,
KING,2003,Carnation Police Department,"1,905",60,31.5,3,1.6,0,1,0,2,57,29.9,2,19,32,4,,,,
KING,2004,Carnation Police Department,"1,895",68,35.9,4,2.1,0,1,1,2,64,33.8,1,17,43,3,,,,
KING,2005,Carnation Police Department,"1,900",13,6.8,0,0,0,0,0,0,13,6.8,0,2,8,3,,,,
KING,2006,Carnation Police Department,"1,900",11,5.8,1,0.5,0,0,0,1,10,5.3,0,2,8,0,,,,
KING,2007,Carnation Police Department,"1,900",11,5.8,0,0,0,0,0,0,11,5.8,0,3,7,1,,,,
KING,2008,Carnation Police Department,"1,905",27,14.2,2,1,0,1,1,0,25,13.1,0,10,15,0,,,,
KING,2009,Carnation Police Department,"1,910",30,15.7,0,0,0,0,0,0,30,15.7,1,2,25,2,,,,
KING,2010,Carnation Police Department,"1,915",23,12,1,0.5,0,0,1,0,22,11.5,0,2,20,0,,,,
KING,2011,Carnation Police Department,"1,780",34,19.1,0,0,0,0,0,0,34,19.1,0,10,24,0,,,,
KING,2014,Carnation Police Department,"1,790",52,29.1,4,2.2,0,0,0,4,48,26.8,0,23,23,2,,,,
KING,2015,Carnation Police Department,"1,790",51,28.5,1,0.6,0,0,0,1,50,27.9,0,19,27,4,,,,
KING,2016,Carnation Police Department,"1,850",45,24.3,1,0.5,0,0,0,1,42,22.7,2,14,21,5,,,,
KING,2017,Carnation Police Department,"2,030",35,17.2,4,2,,1,1,2,31,15.3,,8,17,6,,,,
KING,2018,Carnation Police Department,"2,155",51,23.7,4,1.9,,1,1,2,47,21.8,2,9,27,9,,,,
KING,1994,Clyde Hill Police Department,"2,995",45,15,0,0,0,0,0,0,45,15,0,19,25,1,,,,
KING,1995,Clyde Hill Police Department,"3,000",44,14.7,5,1.7,0,0,1,4,39,13,2,15,18,4,,,,
KING,1996,Clyde Hill Police Department,"3,015",48,15.9,2,0.7,0,0,1,1,46,15.3,0,11,33,2,,,,
KING,1997,Clyde Hill Police Department,"3,019",61,20.2,0,0,0,0,0,0,61,20.2,1,23,31,6,,,,
KING,1998,Clyde Hill Police Department,"3,005",49,16.3,3,1,0,0,0,3,46,15.3,5,12,26,3,,,,
KING,1999,Clyde Hill Police Department,"2,883",55,19.1,2,0.7,0,0,0,2,53,18.4,2,12,39,0,,,,
KING,2000,Clyde Hill Police Department,"2,886",46,15.9,2,0.7,0,0,0,2,44,15.2,3,8,31,2,,,,
KING,2001,Clyde Hill Police Department,"2,900",47,16.2,2,0.7,0,1,0,1,45,15.5,3,5,34,3,,,,
KING,2002,Clyde Hill Police Department,"2,895",52,18,0,0,0,0,0,0,52,18,1,9,40,2,,,,
KING,2003,Clyde Hill Police Department,"2,830",61,21.6,1,0.4,0,0,0,1,60,21.2,2,11,41,6,,,,
KING,2004,Clyde Hill Police Department,"2,790",49,17.6,0,0,0,0,0,0,49,17.6,1,12,35,1,,,,
KING,2005,Clyde Hill Police Department,"2,790",48,17.2,2,0.7,0,0,1,1,46,16.5,0,10,31,5,,,,
KING,2006,Clyde Hill Police Department,"2,795",50,17.9,3,1.1,0,0,0,3,47,16.8,0,12,33,2,,,,
KING,2007,Clyde Hill Police Department,"2,810",39,13.9,1,0.4,0,0,0,1,38,13.5,2,20,15,1,,,,
KING,2008,Clyde Hill Police Department,"2,805",40,14.3,4,1.4,0,0,0,4,36,12.8,1,15,18,2,,,,
KING,2009,Clyde Hill Police Department,"2,815",35,12.4,4,1.4,0,0,0,4,31,11,0,3,23,5,,,,
KING,2010,Clyde Hill Police Department,"2,845",35,12.3,2,0.7,0,0,1,1,33,11.6,0,7,25,1,,,,
KING,2011,Clyde Hill Police Department,"2,985",37,12.4,0,0,0,0,0,0,37,12.4,0,7,29,1,,,,
KING,1997,Covington Police Department,"12,500",260,20.8,10,0.8,0,2,2,6,250,20,5,58,162,25,,,,
KING,1998,Covington Police Department,"12,900",694,53.8,47,3.6,0,10,6,31,647,50.2,10,110,437,90,,,,
KING,1999,Covington Police Department,"13,010",617,47.4,29,2.2,0,11,9,9,588,45.2,9,102,374,103,,,,
KING,2000,Covington Police Department,"13,010",554,42.6,41,3.2,1,8,11,21,513,39.4,4,84,378,47,,,,
KING,2001,Covington Police Department,"13,840",527,38.1,29,2.1,0,6,4,19,498,36,9,87,338,64,,,,
KING,2002,Covington Police Department,"14,395",590,41,31,2.2,0,8,6,17,559,38.8,4,76,378,101,,,,
KING,2003,Covington Police Department,"14,850",569,38.3,31,2.1,0,6,7,18,538,36.2,13,109,327,89,,,,
KING,2004,Covington Police Department,"15,190",648,42.7,39,2.6,0,9,11,19,609,40.1,11,123,350,125,,,,
KING,2005,Covington Police Department,"16,610",708,42.6,46,2.8,2,10,16,18,662,39.9,5,120,433,104,,,,
KING,2006,Covington Police Department,"17,240",568,32.9,35,2,0,9,15,11,533,30.9,8,136,315,74,,,,
KING,2007,Covington Police Department,"17,190",534,31.1,25,1.5,0,9,9,7,509,29.6,5,91,343,70,,,,
KING,2008,Covington Police Department,"17,360",610,35.1,39,2.2,0,6,23,10,571,32.9,17,128,356,70,,,,
KING,2009,Covington Police Department,"17,530",679,38.7,37,2.1,0,4,15,18,642,36.6,1,134,467,40,,,,
KING,2010,Covington Police Department,"17,640",700,39.7,47,2.7,0,11,21,15,653,37,0,139,460,54,,,,
KING,2011,Covington Police Department,"17,640",621,35.2,44,2.5,0,11,18,15,577,32.7,0,134,393,50,,,,
KING,2012,Covington Police Department,"17,760",689,38.8,45,2.5,1,11,8,25,644,36.3,0,134,469,41,,,,
KING,2013,Covington Police Department,"18,100",647,35.7,34,1.9,1,6,12,15,613,33.9,1,144,412,56,,,,
KING,2014,Covington Police Department,"18,480",785,42.5,41,2.2,0,11,10,20,744,40.3,10,160,517,57,,,,
KING,2015,Covington Police Department,"18,520",732,39.5,26,1.4,1,10,8,7,706,38.1,6,121,543,36,,,,
KING,2016,Covington Police Department,"18,750",769,41,29,1.5,0,4,11,14,662,35.3,2,100,497,63,,,,
KING,2017,Covington Police Department,"19,850",750,37.8,33,1.7,1,3,16,13,717,36.1,1,104,552,60,,,,
KING,2018,Covington Police Department,"20,080","1,142",56.9,53,2.6,1,9,24,19,"1,089",54.2,3,183,814,89,,,,
KING,1994,Des Moines Police Department,"21,330","1,257",58.9,95,4.5,1,31,27,36,"1,162",54.5,3,228,754,177,,,,
KING,1995,Des Moines Police Department,"21,450","1,223",57,90,4.2,1,17,37,35,"1,133",52.8,2,199,767,165,,,,
KING,1996,Des Moines Police Department,"23,020","1,411",61.3,99,4.3,1,17,37,44,"1,312",57,8,277,823,204,,,,
KING,1997,Des Moines Police Department,"27,030","1,534",56.8,140,5.2,3,18,49,70,"1,394",51.6,5,296,863,230,,,,
KING,1998,Des Moines Police Department,"27,200","1,323",48.6,148,5.4,1,12,47,88,"1,175",43.2,14,229,700,232,,,,
KING,1999,Des Moines Police Department,"27,160","1,152",42.4,87,3.2,0,18,37,32,"1,065",39.2,11,197,628,229,,,,
KING,2000,Des Moines Police Department,"26,730","1,079",40.4,96,3.6,0,11,31,54,983,36.8,5,174,546,258,,,,
KING,2001,Des Moines Police Department,"29,600","1,126",38,97,3.3,5,17,32,43,"1,029",34.8,7,160,626,236,,,,
KING,2002,Des Moines Police Department,"29,510","1,035",35.1,79,2.7,0,13,29,37,956,32.4,5,158,511,282,,,,
KING,2003,Des Moines Police Department,"29,120","1,143",39.3,110,3.8,0,17,27,66,"1,033",35.5,1,205,530,297,,,,
KING,2004,Des Moines Police Department,"29,020","1,401",48.3,115,4,2,17,41,55,"1,286",44.3,6,244,648,388,,,,
KING,2005,Des Moines Police Department,"28,960","1,523",52.6,116,4,1,18,45,52,"1,407",48.6,4,244,741,418,,,,
KING,2006,Des Moines Police Department,"29,020","1,312",45.2,97,3.3,0,11,42,44,"1,215",41.9,4,234,607,370,,,,
KING,2007,Des Moines Police Department,"29,090","1,007",34.6,117,4,2,21,54,40,890,30.6,2,211,450,227,,,,
KING,2008,Des Moines Police Department,"29,180","1,200",41.1,116,4,1,14,59,42,"1,084",37.1,4,255,616,209,,,,
KING,2009,Des Moines Police Department,"29,270","1,036",35.4,113,3.9,0,18,48,47,923,31.5,8,229,525,161,,,,
KING,2010,Des Moines Police Department,"29,290","1,064",36.3,83,2.8,1,9,47,26,981,33.5,2,192,615,172,,,,
KING,2011,Des Moines Police Department,"29,680","1,146",38.6,90,3,1,7,37,45,"1,056",35.6,8,230,627,191,,,,
KING,1994,Duvall Police Department,"3,280",61,18.6,6,1.8,0,0,1,5,55,16.8,0,11,42,2,,,,
KING,1995,Duvall Police Department,"3,490",60,17.2,0,0,0,0,0,0,60,17.2,0,7,51,2,,,,
KING,1996,Duvall Police Department,"3,635",73,20.1,3,0.8,0,1,0,2,70,19.3,0,11,55,4,,,,
KING,1997,Duvall Police Department,"3,813",38,10,0,0,0,0,0,0,38,10,0,6,30,2,,,,
KING,1998,Duvall Police Department,"4,120",51,12.4,1,0.2,0,0,0,1,50,12.1,0,12,33,5,,,,
KING,1999,Duvall Police Department,"4,435",32,7.2,1,0.2,0,0,1,0,31,7,0,8,21,2,,,,
KING,2000,Duvall Police Department,"4,645",39,8.4,1,0.2,0,0,1,0,38,8.2,0,9,22,7,,,,
KING,2001,Duvall Police Department,"4,860",56,11.5,1,0.2,0,0,0,1,55,11.3,0,6,45,4,,,,
KING,2002,Duvall Police Department,"5,190",45,8.7,2,0.4,0,0,0,2,43,8.3,0,5,35,3,,,,
KING,2003,Duvall Police Department,"5,460",60,11,5,0.9,0,0,0,5,55,10.1,1,10,36,8,,,,
KING,2004,Duvall Police Department,"5,545",29,5.2,4,0.7,0,1,0,3,25,4.5,0,6,13,6,,,,
KING,2005,Duvall Police Department,"5,595",52,9.3,5,0.9,0,0,2,3,47,8.4,0,9,34,4,,,,
KING,2006,Duvall Police Department,"5,735",38,6.6,0,0,0,0,0,0,38,6.6,0,11,22,5,,,,
KING,2007,Duvall Police Department,"5,845",34,5.8,1,0.2,0,0,0,1,33,5.6,0,8,24,1,,,,
KING,2008,Duvall Police Department,"5,925",34,5.7,0,0,0,0,0,0,34,5.7,1,6,27,0,,,,
KING,2009,Duvall Police Department,"5,980",53,8.9,3,0.5,0,3,0,0,50,8.4,0,15,35,0,,,,
KING,2010,Duvall Police Department,"5,990",41,6.8,3,0.5,0,2,1,0,38,6.3,0,8,30,0,,,,
KING,2011,Duvall Police Department,"6,715",43,6.4,0,0,0,0,0,0,43,6.4,0,9,33,1,,,,
KING,1994,Enumclaw Police Department,"9,670",560,57.9,23,2.4,0,0,2,21,537,55.5,3,85,426,23,,,,
KING,1995,Enumclaw Police Department,"10,170",535,52.6,33,3.2,0,1,0,32,502,49.4,7,59,401,35,,,,
KING,1996,Enumclaw Police Department,"10,260",429,41.8,16,1.6,0,7,1,8,413,40.3,2,44,344,23,,,,
KING,1997,Enumclaw Police Department,"10,484",450,42.9,20,1.9,0,5,4,11,430,41,4,63,335,28,,,,
KING,1998,Enumclaw Police Department,"10,550",402,38.1,12,1.1,0,4,4,4,390,37,0,45,317,28,,,,
KING,1999,Enumclaw Police Department,"10,740",464,43.2,9,0.8,0,1,1,7,455,42.4,7,57,346,45,,,,
KING,2000,Enumclaw Police Department,"10,760",354,32.9,13,1.2,0,2,2,9,341,31.7,2,34,239,66,,,,
KING,2001,Enumclaw Police Department,"11,180",149,13.3,2,0.2,0,1,0,1,147,13.1,0,26,77,44,,,,
KING,2002,Enumclaw Police Department,"11,195",336,30,24,2.1,0,1,6,17,312,27.9,1,34,220,57,,,,
KING,2003,Enumclaw Police Department,"11,140",427,38.3,22,2,0,4,0,18,405,36.4,7,36,289,73,,,,
KING,2004,Enumclaw Police Department,"11,160",483,43.3,19,1.7,0,4,1,14,464,41.6,1,57,301,105,,,,
KING,2005,Enumclaw Police Department,"11,190",407,36.4,8,0.7,0,4,3,1,399,35.7,5,69,252,73,,,,
KING,2006,Enumclaw Police Department,"11,220",345,30.7,5,0.4,0,4,0,1,340,30.3,14,50,219,57,,,,
KING,2007,Enumclaw Police Department,"11,320",308,27.2,7,0.6,0,0,2,5,301,26.6,16,41,208,36,,,,
KING,2008,Enumclaw Police Department,"11,470",278,24.2,2,0.2,0,0,1,1,276,24.1,2,39,210,25,,,,
KING,2009,Enumclaw Police Department,"11,460",278,24.3,9,0.8,0,2,1,6,269,23.5,2,42,213,12,,,,
KING,2010,Enumclaw Police Department,"11,490",304,26.5,6,0.5,0,2,2,2,298,25.9,1,49,224,24,,,,
KING,2011,Enumclaw Police Department,"10,920",296,27.1,15,1.4,1,5,2,7,281,25.7,2,55,204,20,,,,
KING,1994,Federal Way Police Department,"73,500","5,798",78.9,394,5.4,1,90,141,162,"5,404",73.5,32,857,"3,793",722,,,,
KING,1995,Federal Way Police Department,"74,290","6,469",87.1,414,5.6,3,71,173,167,"6,055",81.5,38,878,"4,296",843,,,,
KING,1996,Federal Way Police Department,"75,240","6,307",83.8,427,5.7,3,70,182,172,"5,880",78.1,35,960,"4,086",799,,,,
KING,1997,Federal Way Police Department,"75,960","5,626",74.1,323,4.3,2,39,154,128,"5,303",69.8,21,644,"3,899",739,,,,
KING,1998,Federal Way Police Department,"76,820","5,212",67.8,372,4.8,2,58,153,159,"4,840",63,38,648,"3,393",761,,,,
KING,1999,Federal Way Police Department,"76,910","4,854",63.1,339,4.4,4,53,115,167,"4,515",58.7,37,573,"3,097",808,,,,
KING,2000,Federal Way Police Department,"77,010","4,825",62.7,335,4.4,6,43,128,158,"4,490",58.3,36,533,"3,072",849,,,,
KING,2001,Federal Way Police Department,"83,890","5,555",66.2,319,3.8,4,49,125,141,"5,236",62.4,18,522,"3,516","1,180",,,,
KING,2002,Federal Way Police Department,"83,850","5,524",65.9,266,3.2,4,34,108,120,"5,258",62.7,28,677,"3,347","1,206",,,,
KING,2003,Federal Way Police Department,"83,500","5,332",63.9,297,3.6,2,50,125,120,"5,035",60.3,14,672,"3,145","1,204",,,,
KING,2004,Federal Way Police Department,"83,590","5,439",65.1,280,3.3,0,50,121,109,"5,159",61.7,25,759,"3,257","1,118",,,,
KING,2005,Federal Way Police Department,"85,800","6,499",75.7,315,3.7,6,55,153,101,"6,184",72.1,25,800,"3,786","1,573",,,,
KING,2006,Federal Way Police Department,"86,530","5,538",64,330,3.8,1,64,146,119,"5,208",60.2,26,753,"3,230","1,199",,,,
KING,2007,Federal Way Police Department,"87,390","5,143",58.9,287,3.3,3,48,129,107,"4,856",55.6,19,739,"3,159",939,,,,
KING,2008,Federal Way Police Department,"88,040","4,885",55.5,323,3.7,8,30,170,115,"4,562",51.8,13,800,"2,933",816,,,,
KING,2009,Federal Way Police Department,"88,580","4,915",55.5,369,4.2,5,51,198,115,"4,546",51.3,13,741,"3,231",561,,,,
KING,2010,Federal Way Police Department,"88,760","5,046",56.8,325,3.7,5,50,152,118,"4,721",53.2,11,828,"3,141",741,,,,
KING,2011,Federal Way Police Department,"89,370","4,509",50.5,245,2.7,3,35,111,96,"4,264",47.7,11,700,"2,884",669,,,,
KING,1994,Issaquah Police Department,"8,420",598,71,20,2.4,0,4,11,5,578,68.6,5,71,474,28,,,,
KING,1995,Issaquah Police Department,"9,025",712,78.9,13,1.4,0,4,3,6,699,77.5,8,103,550,38,,,,
KING,1996,Issaquah Police Department,"9,255",702,75.9,16,1.7,0,5,6,5,686,74.1,6,76,569,35,,,,
KING,1997,Issaquah Police Department,"9,610",816,84.9,17,1.8,0,1,5,11,799,83.1,5,92,650,52,,,,
KING,1998,Issaquah Police Department,"9,900",802,81,29,2.9,1,4,15,9,773,78.1,1,89,588,95,,,,
KING,1999,Issaquah Police Department,"10,130",672,66.3,14,1.4,0,3,4,7,658,65,0,80,502,76,,,,
KING,2000,Issaquah Police Department,"10,260",792,77.2,16,1.6,0,5,6,5,776,75.6,4,117,547,108,,,,
KING,2001,Issaquah Police Department,"12,950",741,57.2,11,0.8,0,0,8,3,730,56.4,5,85,553,87,,,,
KING,2002,Issaquah Police Department,"13,790",750,54.4,16,1.2,1,5,6,4,734,53.2,4,91,567,72,,,,
KING,2003,Issaquah Police Department,"15,110",861,57,22,1.5,0,3,15,4,839,55.5,7,116,603,113,,,,
KING,2004,Issaquah Police Department,"15,510",936,60.3,22,1.4,0,5,9,8,914,58.9,0,117,651,146,,,,
KING,2005,Issaquah Police Department,"17,060","1,106",64.8,12,0.7,0,2,2,8,"1,094",64.1,2,143,767,182,,,,
KING,2006,Issaquah Police Department,"19,570",919,47,8,0.4,0,0,3,5,911,46.6,4,137,652,118,,,,
KING,2007,Issaquah Police Department,"24,710",873,35.3,9,0.4,0,0,5,4,864,35,0,77,686,101,,,,
KING,2008,Issaquah Police Department,"26,320",834,31.7,17,0.6,1,1,6,9,817,31,3,103,638,73,,,,
KING,2009,Issaquah Police Department,"26,890",653,24.3,19,0.7,0,4,9,6,634,23.6,1,51,531,51,,,,
KING,2010,Issaquah Police Department,"27,160",766,28.2,29,1.1,0,6,5,18,737,27.1,5,101,580,51,,,,
KING,2011,Issaquah Police Department,"30,690",760,24.8,24,0.8,0,4,7,13,736,24,4,121,577,34,,,,
KING,1998,Kenmore Police Department,"16,874",161,9.5,10,0.6,0,0,5,5,151,8.9,2,37,102,10,,,,
KING,1999,Kenmore Police Department,"17,168",523,30.5,26,1.5,0,7,5,14,497,28.9,13,96,335,53,,,,
KING,2000,Kenmore Police Department,"16,890",486,28.8,37,2.2,0,11,15,11,449,26.6,11,113,280,45,,,,
KING,2001,Kenmore Police Department,"18,790",560,29.8,41,2.2,0,14,6,21,519,27.6,5,114,340,60,,,,
KING,2002,Kenmore Police Department,"19,180",523,27.3,21,1.1,0,6,3,12,502,26.2,10,114,324,54,,,,
KING,2003,Kenmore Police Department,"19,200",473,24.6,31,1.6,0,10,10,11,442,23,2,101,270,69,,,,
KING,2004,Kenmore Police Department,"19,170",579,30.2,32,1.7,2,7,7,16,547,28.5,4,134,334,75,,,,
KING,2005,Kenmore Police Department,"19,290",627,32.5,23,1.2,1,4,6,12,604,31.3,10,153,359,82,,,,
KING,2006,Kenmore Police Department,"19,680",625,31.8,33,1.7,0,6,14,13,592,30.1,12,176,334,70,,,,
KING,2007,Kenmore Police Department,"19,940",481,24.1,30,1.5,0,6,12,12,451,22.6,3,101,298,49,,,,
KING,2008,Kenmore Police Department,"20,220",360,17.8,38,1.9,1,7,8,22,322,15.9,3,89,203,27,,,,
