COUNTY,INDEXYEAR,LOCATION,POPULATION,TOTAL,RATE,PRSNTOTAL,PRSNRATE,MURDER,MANSLAUGHTER,FORCIBLE_SEX,ASSAULT,NON_FORCIBLE_SEX,KIDNAPPING_ABDUCTION,HUMAN_TRAFFICKING,VIOL_OF_NO_CONTACT,PRPRTYTOTAL,PRPRTYRATE,ARSON,BRIBERY,BURGLARY,COUNTERFEITING_FORGERY,DESTRUCTION_OF_PROPERTY,EXTORTION_BLACKMAIL,ROBBERY,THEFT,SCTYTOTAL,SCTYRATE,DRUG_VIOLATIONS,GAMBLING_VIOLATIONS,PORNOGRAPHY,PROSTITUTION,WEAPON_LAW_VIOLATION,ANIMAL_CRUELTY
LINCOLN,2017,Lincoln County Sheriffs Office,"9,225",237,25.69,58,6.29,0,0,4,53,0,1,0,0,152,16.48,0,0,41,0,27,0,0,84,27,2.93,17,0,0,0,10,0
LINCOLN,2018,Lincoln County Sheriffs Office,"9,330",259,27.76,69,7.40,0,0,6,60,0,0,0,3,175,18.76,0,0,28,0,30,1,1,115,15,1.61,11,0,0,0,4,0
LINCOLN,2019,Lincoln County Sheriffs Office,"9,470",247,26.08,91,9.61,0,0,5,78,2,2,0,4,136,14.36,5,0,26,0,38,0,0,67,20,2.11,15,0,0,0,5,0
LINCOLN,2020,Lincoln County Sheriffs Office,"1,400",264,188.57,68,48.57,0,0,6,59,3,0,0,0,171,122.14,7,0,35,1,35,0,0,93,25,17.86,19,0,1,0,5,0
LINCOLN,2012,Odessa Police Department,915,50,54.64,9,9.84,0,0,0,8,0,0,0,1,37,40.44,0,0,10,1,10,0,0,16,4,4.37,4,0,0,0,0,0
LINCOLN,2013,Odessa Police Department,905,10,11.05,6,6.63,0,0,2,4,0,0,0,0,4,4.42,0,0,1,0,0,0,0,3,0,0.00,0,0,0,0,0,0
LINCOLN,2014,Odessa Police Department,900,2,2.22,1,1.11,0,0,0,1,0,0,0,0,1,1.11,0,0,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0
LINCOLN,2015,Odessa Police Department,905,6,6.63,1,1.10,0,0,0,0,0,0,0,1,5,5.52,0,0,0,0,0,0,0,5,0,0.00,0,0,0,0,0,0
LINCOLN,2016,Odessa Police Department,900,31,34.44,13,14.44,0,0,0,11,0,0,0,2,17,18.89,0,0,1,0,4,0,0,12,1,1.11,1,0,0,0,0,0
LINCOLN,2017,Odessa Police Department,905,32,35.36,8,8.84,0,0,0,8,0,0,0,0,23,25.41,0,0,3,0,5,0,0,15,1,1.10,1,0,0,0,0,0
LINCOLN,2012,Reardan Police Department,575,36,62.61,3,5.22,0,0,0,1,0,0,0,2,10,17.39,0,0,2,0,1,0,0,7,23,4.00,22,0,0,0,1,0
LINCOLN,2013,Reardan Police Department,575,13,22.61,3,5.22,0,0,0,1,0,0,0,2,3,5.22,0,0,0,0,0,0,0,3,7,12.17,5,0,0,0,2,0
LINCOLN,2014,Reardan Police Department,570,12,21.05,2,3.51,0,0,0,2,0,0,0,0,7,12.28,0,0,1,0,0,0,0,6,3,5.26,3,0,0,0,0,0
LINCOLN,2015,Reardan Police Department,570,20,35.09,6,10.53,0,0,0,4,0,0,0,2,13,22.81,0,0,4,0,2,0,0,7,1,1.75,1,0,0,0,0,0
LINCOLN,2016,Reardan Police Department,575,14,24.35,5,8.70,0,0,0,4,0,0,0,1,5,8.70,0,0,1,0,3,0,0,1,4,6.96,4,0,0,0,0,0
LINCOLN,2017,Reardan Police Department,570,8,14.04,3,5.26,0,0,0,2,0,0,0,1,5,8.77,0,0,2,0,1,0,0,2,0,0.00,0,0,0,0,0,0
LINCOLN,2018,Reardan Police Department,575,9,15.65,0,0.00,0,0,0,0,0,0,0,0,7,12.17,0,0,2,0,2,0,0,3,2,3.48,2,0,0,0,0,0
LINCOLN,2019,Reardan Police Department,580,21,36.21,9,15.52,0,0,0,9,0,0,0,0,10,17.24,0,0,1,0,3,0,0,6,2,3.45,2,0,0,0,0,0
LINCOLN,2020,Reardan Police Department,"9,565",25,2.61,10,1.05,0,0,1,8,0,1,0,0,10,1.05,0,0,4,0,0,0,0,6,5,0.52,5,0,0,0,0,0
LINCOLN,2012,Wilbur Police Department,885,14,15.82,5,5.65,0,0,0,5,0,0,0,0,8,9.04,0,0,1,0,0,0,0,7,1,1.13,1,0,0,0,0,0
LINCOLN,2013,Wilbur Police Department,880,14,15.91,1,1.14,0,0,0,1,0,0,0,0,13,14.77,0,0,3,0,1,0,0,9,0,0.00,0,0,0,0,0,0
LINCOLN,2014,Wilbur Police Department,875,13,14.86,5,5.71,0,0,1,4,0,0,0,0,8,9.14,0,0,2,0,1,0,0,5,0,0.00,0,0,0,0,0,0
LINCOLN,2015,Wilbur Police Department,880,7,7.95,4,4.55,0,0,0,4,0,0,0,0,2,2.27,0,0,0,0,1,0,0,1,1,1.14,1,0,0,0,0,0
LINCOLN,2016,Wilbur Police Department,800,15,18.75,4,5.00,0,0,1,3,0,0,0,0,11,13.75,0,0,4,0,0,0,0,7,0,0.00,0,0,0,0,0,0
MASON,2012,COUNTY TOTAL,"61,450","4,692",76.40,671,10.90,6,0,84,440,1,11,0,129,"3,574",58.20,12,0,909,64,584,0,22,"1,983",447,7.30,285,0,0,0,162,0
MASON,2013,COUNTY TOTAL,"61,800","3,925",63.50,535,8.70,3,0,53,367,3,12,0,97,"2,993",48.40,3,0,692,53,628,0,21,"1,596",397,6.40,203,0,5,0,189,0
MASON,2014,COUNTY TOTAL,"62,000","3,866",62.40,613,9.90,2,3,62,420,4,13,0,109,"2,871",46.30,9,0,677,47,484,0,20,"1,634",382,6.20,252,0,3,0,127,0
MASON,2015,COUNTY TOTAL,"62,200","3,575",57.50,613,9.90,3,1,45,449,0,10,0,105,"2,562",41.20,11,0,568,33,389,0,20,"1,541",400,6.40,238,0,3,0,159,0
MASON,2016,COUNTY TOTAL,"62,320","3,192",51.20,562,9.00,5,1,70,358,3,16,0,109,"2,248",36.10,4,0,420,57,334,1,14,"1,418",382,6.10,237,0,4,1,140,0
MASON,2017,COUNTY TOTAL,"63,190","3,093",48.90,593,9.40,6,0,75,392,2,8,0,110,"2,217",35.10,2,0,589,43,342,0,15,"1,226",283,4.50,170,0,1,0,112,0
MASON,2018,COUNTY TOTAL,"64,020","3,572",55.80,805,12.60,4,0,97,497,2,15,0,190,"2,315",36.20,8,0,484,76,334,0,16,"1,397",452,7.10,371,0,0,0,81,0
MASON,2019,COUNTY TOTAL,"64,980","3,367",51.80,702,10.80,0,0,88,441,1,19,0,153,"2,241",34.50,4,1,413,49,319,1,17,"1,437",424,6.50,361,0,4,0,59,0
MASON,2020,COUNTY TOTAL,"65,650","3,094",47.10,650,9.90,3,0,75,391,6,20,0,155,"2,116",32.20,5,0,390,29,343,2,17,"1,330",328,5.00,261,0,2,0,65,0
MASON,2012,Mason County Sheriffs Office,"51,580","2,977",57.72,416,8.07,4,0,58,279,0,5,0,70,"2,299",44.57,6,0,725,29,334,0,11,"1,194",262,5.08,126,0,0,0,136,0
MASON,2013,Mason County Sheriffs Office,"51,825","2,504",48.32,351,6.77,1,0,43,236,3,5,0,63,"1,898",36.62,1,0,548,25,417,0,8,899,255,4.92,82,0,5,0,168,0
MASON,2014,Mason County Sheriffs Office,"52,005","2,432",46.76,431,8.29,2,3,38,297,4,8,0,79,"1,788",34.38,7,0,513,22,329,0,11,906,213,4.10,98,0,3,0,112,0
MASON,2015,Mason County Sheriffs Office,"52,130","2,305",44.22,428,8.21,3,1,26,320,0,6,0,72,"1,638",31.42,10,0,476,20,236,0,9,887,239,4.58,82,0,3,0,154,0
MASON,2016,Mason County Sheriffs Office,"52,250","2,111",40.40,385,7.37,5,0,48,240,0,12,0,80,"1,465",28.04,3,0,344,32,240,1,9,836,261,5.00,139,0,1,0,121,0
MASON,2017,Mason County Sheriffs Office,"53,070","2,147",40.46,433,8.16,6,0,58,291,0,5,0,73,"1,514",28.53,2,0,492,19,239,0,7,755,200,3.77,97,0,0,0,103,0
MASON,2018,Mason County Sheriffs Office,"53,880","2,133",39.59,544,10.10,4,0,67,324,0,11,0,138,"1,425",26.45,5,0,380,36,223,0,13,768,164,3.04,99,0,0,0,65,0
MASON,2019,Mason County Sheriffs Office,"54,760","2,011",36.72,455,8.31,0,0,56,277,0,18,0,104,"1,362",24.87,2,1,337,23,183,1,11,804,194,3.54,145,0,2,0,47,0
MASON,2020,Mason County Sheriffs Office,"55,260","1,926",34.85,415,7.51,2,0,52,247,3,16,0,95,"1,341",24.27,2,0,334,18,164,1,6,816,170,3.08,126,0,2,0,42,0
MASON,2012,Shelton Police Department,"9,870","1,715",173.76,255,25.84,2,0,26,161,1,6,0,59,"1,275",129.18,6,0,184,35,250,0,11,789,185,18.74,159,0,0,0,26,0
MASON,2013,Shelton Police Department,"9,975","1,421",142.46,184,18.45,2,0,10,131,0,7,0,34,"1,095",109.77,2,0,144,28,211,0,13,697,142,14.24,121,0,0,0,21,0
MASON,2014,Shelton Police Department,"9,995","1,434",143.47,182,18.21,0,0,24,123,0,5,0,30,"1,083",108.35,2,0,164,25,155,0,9,728,169,16.91,154,0,0,0,15,0
MASON,2015,Shelton Police Department,"10,070","1,270",126.12,185,18.37,0,0,19,129,0,4,0,33,924,91.76,1,0,92,13,153,0,11,654,161,15.99,156,0,0,0,5,0
MASON,2016,Shelton Police Department,"10,070","1,081",107.35,177,17.58,0,1,22,118,3,4,0,29,783,77.76,1,0,76,25,94,0,5,582,121,12.02,98,0,3,1,19,0
MASON,2017,Shelton Police Department,"10,120",946,93.48,160,15.81,0,0,17,101,2,3,0,37,703,69.47,0,0,97,24,103,0,8,471,83,8.20,73,0,1,0,9,0
MASON,2018,Shelton Police Department,"10,140","1,439",141.91,261,25.74,0,0,30,173,2,4,0,52,890,87.77,3,0,104,40,111,0,3,629,288,28.40,272,0,0,0,16,0
MASON,2019,Shelton Police Department,"10,220","1,356",132.68,247,24.17,0,0,32,164,1,1,0,49,879,86.01,2,0,76,26,136,0,6,633,230,22.50,216,0,2,0,12,0
MASON,2020,Shelton Police Department,"10,390","1,168",112.42,235,22.62,1,0,23,144,3,4,0,60,775,74.59,3,0,56,11,179,1,11,514,158,15.21,135,0,0,0,23,0
OKANOGAN,2012,Brewster Police Department,"2,355",82,34.82,24,10.19,0,0,2,21,0,0,0,1,48,20.38,0,0,12,0,15,0,0,21,10,4.25,8,0,0,0,2,0
OKANOGAN,2013,Brewster Police Department,"2,370",101,42.62,15,6.33,0,0,2,12,0,1,0,0,69,29.11,1,0,18,2,18,0,0,30,17,7.17,12,0,0,0,5,0
OKANOGAN,2014,Brewster Police Department,"2,380",167,70.17,17,7.14,0,0,1,16,0,0,0,0,135,56.72,0,0,92,3,13,0,0,27,15,6.30,13,0,0,0,2,0
OKANOGAN,2015,Brewster Police Department,"2,395",60,25.05,18,7.52,0,0,2,16,0,0,0,0,31,12.94,1,0,4,1,5,0,0,20,11,4.59,11,0,0,0,0,0
OKANOGAN,2016,Brewster Police Department,"2,395",82,34.24,22,9.19,0,0,2,19,0,1,0,0,42,17.54,0,0,9,0,11,0,1,21,18,7.52,16,0,0,0,2,0
OKANOGAN,2017,Brewster Police Department,"2,400",43,17.92,18,7.50,0,0,2,16,0,0,0,0,25,10.42,0,0,5,0,6,0,0,14,0,0.00,0,0,0,0,0,0
OKANOGAN,2018,Brewster Police Department,"2,405",49,20.37,11,4.57,0,0,0,11,0,0,0,0,35,14.55,0,0,5,0,11,0,0,19,3,1.25,2,0,0,0,1,0
OKANOGAN,2019,Brewster Police Department,"2,405",53,22.04,8,3.33,0,0,0,8,0,0,0,0,38,15.80,1,0,5,2,17,0,0,13,7,2.91,6,0,0,0,1,0
OKANOGAN,2020,Brewster Police Department,"2,420",32,13.22,9,3.72,0,0,0,9,0,0,0,0,23,9.50,0,0,3,0,7,0,0,13,0,0.00,0,0,0,0,0,0
OKANOGAN,2012,COUNTY TOTAL,"41,420","1,782",43.00,466,11.30,0,0,13,438,2,0,0,13,"1,150",27.80,5,0,261,5,288,0,5,586,166,4.00,148,0,1,0,17,0
OKANOGAN,2013,COUNTY TOTAL,"41,567","1,802",43.40,382,9.20,5,0,15,345,1,1,0,15,"1,291",31.10,4,0,281,16,275,0,9,706,129,3.10,92,0,0,0,37,0
OKANOGAN,2014,COUNTY TOTAL,"41,650","1,667",40.00,324,7.80,1,0,12,292,2,2,0,15,"1,230",29.50,2,0,301,10,271,0,6,640,113,2.70,95,0,1,0,17,0
OKANOGAN,2015,COUNTY TOTAL,"41,800","1,478",35.40,310,7.40,1,0,15,284,0,0,0,10,"1,053",25.20,2,0,246,2,213,0,3,587,115,2.80,103,0,1,0,11,0
OKANOGAN,2016,COUNTY TOTAL,"41,670","1,285",30.80,330,7.90,0,0,11,308,1,2,0,8,831,19.90,4,0,189,4,164,0,10,460,124,3.00,110,0,0,0,14,0
OKANOGAN,2017,COUNTY TOTAL,"42,051",960,22.80,274,6.50,1,0,7,246,1,3,0,16,602,14.30,2,0,139,5,141,0,3,312,84,2.00,69,0,0,0,15,0
OKANOGAN,2018,COUNTY TOTAL,"36,385",651,17.90,183,5.00,1,0,3,166,0,0,0,13,389,10.70,0,0,91,6,77,0,0,215,79,2.20,69,0,0,1,9,0
OKANOGAN,2019,COUNTY TOTAL,"37,730",649,17.20,187,5.00,2,0,13,162,0,2,0,8,366,9.70,3,0,79,6,89,1,0,188,96,2.50,77,0,0,0,19,0
OKANOGAN,2020,COUNTY TOTAL,"43,070","1,153",26.80,249,5.80,3,0,10,223,0,9,0,4,792,18.40,1,0,105,11,180,3,5,487,112,2.60,74,0,2,1,35,0
OKANOGAN,2012,Coulee Dam Police Department,"1,100",71,64.55,28,25.45,0,0,1,19,0,0,0,8,29,26.36,0,0,7,1,5,0,1,15,14,12.73,13,0,0,0,1,0
OKANOGAN,2013,Coulee Dam Police Department,"1,100",53,48.18,14,12.73,0,0,0,11,1,0,0,2,33,30.00,0,0,7,0,6,0,0,20,6,5.45,6,0,0,0,0,0
OKANOGAN,2014,Coulee Dam Police Department,"1,100",38,34.55,12,10.91,0,0,0,6,0,0,0,6,19,17.27,0,0,0,0,5,0,0,14,7,6.36,7,0,0,0,0,0
OKANOGAN,2015,Coulee Dam Police Department,"1,095",42,38.36,8,7.31,0,0,0,7,0,0,0,1,28,25.57,0,0,6,0,6,0,0,16,6,5.48,6,0,0,0,0,0
OKANOGAN,2016,Coulee Dam Police Department,"1,100",27,24.55,3,2.73,0,0,0,3,0,0,0,0,24,21.82,0,0,3,0,1,0,0,20,0,0.00,0,0,0,0,0,0
OKANOGAN,2017,Coulee Dam Police Department,"1,100",48,43.64,11,10.00,0,0,0,6,0,0,0,5,35,31.82,0,0,16,2,5,0,0,12,2,1.82,2,0,0,0,0,0
OKANOGAN,2018,Coulee Dam Police Department,"1,100",48,43.64,23,20.91,0,0,0,19,0,0,0,4,20,18.18,0,0,7,1,1,0,0,11,5,4.55,5,0,0,0,0,0
OKANOGAN,2019,Coulee Dam Police Department,"1,100",38,34.55,13,11.82,0,0,0,9,0,0,0,4,21,19.09,0,0,7,1,2,0,0,11,4,3.64,3,0,0,0,1,0
OKANOGAN,2020,Coulee Dam Police Department,"1,100",53,48.18,16,14.55,0,0,0,15,0,0,0,1,32,29.09,0,0,7,3,7,0,0,15,5,4.55,4,0,0,0,1,0
OKANOGAN,2012,Okanogan County Sheriffs Office,"29,060",906,31.18,255,8.77,0,0,7,246,0,0,0,2,570,19.61,3,0,169,2,117,0,3,276,81,2.79,70,0,1,0,10,0
OKANOGAN,2013,Okanogan County Sheriffs Office,"29,079",757,26.03,172,5.91,5,0,6,159,0,0,0,2,513,17.64,2,0,145,3,114,0,3,246,72,2.48,46,0,0,0,26,0
OKANOGAN,2014,Okanogan County Sheriffs Office,"29,140",675,23.16,156,5.35,1,0,7,145,1,1,0,1,463,15.89,2,0,107,1,125,0,4,224,56,1.92,44,0,1,0,11,0
OKANOGAN,2015,Okanogan County Sheriffs Office,"29,225",660,22.58,178,6.09,1,0,6,171,0,0,0,0,431,14.75,0,0,136,0,109,0,1,185,51,1.75,45,0,1,0,5,0
OKANOGAN,2016,Okanogan County Sheriffs Office,"29,050",545,18.76,153,5.27,0,0,3,150,0,0,0,0,329,11.33,1,0,101,1,73,0,0,153,63,2.17,53,0,0,0,10,0
OKANOGAN,2017,Okanogan County Sheriffs Office,"29,396",432,14.70,132,4.49,1,0,5,120,0,3,0,3,246,8.37,2,0,74,0,62,0,1,107,54,1.84,43,0,0,0,11,0
OKANOGAN,2018,Okanogan County Sheriffs Office,"29,735",396,13.32,106,3.56,1,0,1,104,0,0,0,0,225,7.57,0,0,72,2,51,0,0,100,65,2.19,56,0,0,1,8,0
OKANOGAN,2019,Okanogan County Sheriffs Office,"31,065",490,15.77,150,4.83,1,0,13,132,0,2,0,2,261,8.40,2,0,60,2,65,1,0,131,79,2.54,62,0,0,0,17,0
OKANOGAN,2020,Okanogan County Sheriffs Office,"31,410",872,27.76,192,6.11,3,0,7,173,0,9,0,0,580,18.47,1,0,69,5,155,3,5,342,100,3.18,64,0,1,1,34,0
OKANOGAN,2012,Omak Police Department,"4,835",479,99.07,108,22.34,0,0,2,105,1,0,0,0,321,66.39,2,0,43,2,115,0,0,159,50,10.34,46,0,0,0,4,0
OKANOGAN,2013,Omak Police Department,"4,830",581,120.29,107,22.15,0,0,3,101,0,0,0,3,454,94.00,0,0,56,7,98,0,5,288,20,4.14,16,0,0,0,4,0
OKANOGAN,2014,Omak Police Department,"4,840",503,103.93,79,16.32,0,0,3,75,0,1,0,0,395,81.61,0,0,47,2,98,0,1,247,29,5.99,26,0,0,0,3,0
OKANOGAN,2015,Omak Police Department,"4,900",442,90.20,52,10.61,0,0,3,49,0,0,0,0,356,72.65,1,0,51,0,58,0,2,244,34,6.94,28,0,0,0,6,0
OKANOGAN,2016,Omak Police Department,"4,925",412,83.65,97,19.70,0,0,5,91,0,1,0,0,279,56.65,2,0,45,3,46,0,8,175,36,7.31,35,0,0,0,1,0
OKANOGAN,2017,Omak Police Department,"4,925",278,56.45,63,12.79,0,0,0,62,1,0,0,0,190,38.58,0,0,27,0,44,0,2,117,25,5.08,22,0,0,0,3,0
OKANOGAN,2020,Omak Police Department,"4,955",19,3.83,1,0.20,0,0,0,0,0,0,0,1,18,3.63,0,0,2,0,0,0,0,16,0,0.00,0,0,0,0,0,0
OKANOGAN,2012,Oroville Police Department,"1,715",130,75.80,23,13.41,0,0,1,20,0,0,0,2,98,57.14,0,0,20,0,20,0,0,58,9,5.25,9,0,0,0,0,0
OKANOGAN,2013,Oroville Police Department,"1,715",183,106.71,39,22.74,0,0,1,31,0,0,0,7,135,78.72,0,0,34,2,18,0,0,81,9,5.25,8,0,0,0,1,0
OKANOGAN,2014,Oroville Police Department,"1,700",175,102.94,33,19.41,0,0,1,26,0,0,0,6,137,80.59,0,0,42,2,22,0,1,70,5,2.94,4,0,0,0,1,0
OKANOGAN,2015,Oroville Police Department,"1,695",155,91.45,40,23.60,0,0,1,30,0,0,0,9,112,66.08,0,0,23,1,26,0,0,62,3,1.77,3,0,0,0,0,0
OKANOGAN,2016,Oroville Police Department,"1,710",121,70.76,32,18.71,0,0,1,23,0,0,0,8,86,50.29,0,0,16,0,17,0,1,52,3,1.75,2,0,0,0,1,0
OKANOGAN,2017,Oroville Police Department,"1,705",114,66.86,35,20.53,0,0,0,28,0,0,0,7,76,44.57,0,0,5,2,24,0,0,45,3,1.76,2,0,0,0,1,0
OKANOGAN,2018,Oroville Police Department,"1,705",110,64.52,28,16.42,0,0,1,22,0,0,0,5,78,45.75,0,0,6,1,14,0,0,57,4,2.35,4,0,0,0,0,0
OKANOGAN,2019,Oroville Police Department,"1,700",18,10.59,4,2.35,1,0,0,3,0,0,0,0,13,7.65,0,0,1,0,0,0,0,12,1,0.59,1,0,0,0,0,0
OKANOGAN,2020,Oroville Police Department,"1,700",130,76.47,19,11.18,0,0,3,14,0,0,0,2,107,62.94,0,0,17,0,5,0,0,85,4,2.35,3,0,1,0,0,0
OKANOGAN,2012,Tonasket Police Department,"1,020",74,72.55,17,16.67,0,0,0,17,0,0,0,0,55,53.92,0,0,5,0,16,0,1,33,2,1.96,2,0,0,0,0,0
OKANOGAN,2013,Tonasket Police Department,"1,128",83,73.58,26,23.05,0,0,3,23,0,0,0,0,53,46.99,1,0,10,1,21,0,1,19,4,3.55,3,0,0,0,1,0
OKANOGAN,2014,Tonasket Police Department,"1,110",49,44.14,18,16.22,0,0,0,18,0,0,0,0,30,27.03,0,0,3,2,6,0,0,19,1,0.90,1,0,0,0,0,0
OKANOGAN,2015,Tonasket Police Department,"1,110",44,39.64,9,8.11,0,0,1,8,0,0,0,0,32,28.83,0,0,10,0,7,0,0,15,3,2.70,3,0,0,0,0,0
OKANOGAN,2016,Tonasket Police Department,"1,110",49,44.14,5,4.50,0,0,0,5,0,0,0,0,42,37.84,0,0,11,0,12,0,0,19,2,1.80,2,0,0,0,0,0
OKANOGAN,2017,Tonasket Police Department,"1,110",9,8.11,4,3.60,0,0,0,4,0,0,0,0,5,4.50,0,0,1,0,0,0,0,4,0,0.00,0,0,0,0,0,0
OKANOGAN,2012,Twisp Police Department,930,28,30.11,10,10.75,0,0,0,9,1,0,0,0,18,19.35,0,0,4,0,0,0,0,14,0,0.00,0,0,0,0,0,0
OKANOGAN,2013,Twisp Police Department,940,36,38.30,8,8.51,0,0,0,8,0,0,0,0,27,28.72,0,0,9,1,0,0,0,17,1,1.06,1,0,0,0,0,0
OKANOGAN,2014,Twisp Police Department,945,40,42.33,7,7.41,0,0,0,5,0,0,0,2,33,34.92,0,0,4,0,0,0,0,29,0,0.00,0,0,0,0,0,0
OKANOGAN,2015,Twisp Police Department,945,43,45.50,3,3.17,0,0,1,2,0,0,0,0,40,42.33,0,0,8,0,0,0,0,32,0,0.00,0,0,0,0,0,0
OKANOGAN,2016,Twisp Police Department,950,31,32.63,12,12.63,0,0,0,12,0,0,0,0,18,18.95,1,0,3,0,0,0,0,14,1,1.05,1,0,0,0,0,0
OKANOGAN,2017,Twisp Police Department,970,32,32.99,10,10.31,0,0,0,9,0,0,0,1,22,22.68,0,0,9,1,0,0,0,12,0,0.00,0,0,0,0,0,0
OKANOGAN,2018,Twisp Police Department,975,28,28.72,7,7.18,0,0,0,3,0,0,0,4,20,20.51,0,0,1,1,0,0,0,18,1,1.03,1,0,0,0,0,0
OKANOGAN,2019,Twisp Police Department,980,21,21.43,7,7.14,0,0,0,7,0,0,0,0,14,14.29,0,0,6,0,0,0,0,8,0,0.00,0,0,0,0,0,0
OKANOGAN,2020,Twisp Police Department,985,23,23.35,9,9.14,0,0,0,9,0,0,0,0,12,12.18,0,0,3,0,0,0,0,9,2,2.03,2,0,0,0,0,0
OKANOGAN,2016,Winthrop Marshal,430,18,41.86,6,13.95,0,0,0,5,1,0,0,0,11,25.58,0,0,1,0,4,0,0,6,1,2.33,1,0,0,0,0,0
OKANOGAN,2018,Winthrop Marshal,465,20,43.01,8,17.20,0,0,1,7,0,0,0,0,11,23.66,0,0,0,1,0,0,0,10,1,2.15,1,0,0,0,0,0
OKANOGAN,2012,Winthrop Police Department,405,12,29.63,1,2.47,0,0,0,1,0,0,0,0,11,27.16,0,0,1,0,0,0,0,10,0,0.00,0,0,0,0,0,0
OKANOGAN,2013,Winthrop Police Department,405,8,19.75,1,2.47,0,0,0,0,0,0,0,1,7,17.28,0,0,2,0,0,0,0,5,0,0.00,0,0,0,0,0,0
OKANOGAN,2014,Winthrop Police Department,435,20,45.98,2,4.60,0,0,0,1,1,0,0,0,18,41.38,0,0,6,0,2,0,0,10,0,0.00,0,0,0,0,0,0
OKANOGAN,2015,Winthrop Police Department,435,32,73.56,2,4.60,0,0,1,1,0,0,0,0,23,52.87,0,0,8,0,2,0,0,13,7,16.09,7,0,0,0,0,0
OKANOGAN,2017,Winthrop Police Department,445,4,8.99,1,2.25,0,0,0,1,0,0,0,0,3,6.74,0,0,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0
OKANOGAN,2019,Winthrop Police Department,480,29,60.42,5,10.42,0,0,0,3,0,0,0,2,19,39.58,0,0,0,1,5,0,0,13,5,10.42,5,0,0,0,0,0
OKANOGAN,2020,Winthrop Police Department,500,24,48.00,3,6.00,0,0,0,3,0,0,0,0,20,40.00,0,0,4,3,6,0,0,7,1,2.00,1,0,0,0,0,0
PACIFIC,2012,COUNTY TOTAL,"20,972",814,38.80,185,8.80,0,0,9,156,2,0,0,18,557,26.60,0,0,179,8,96,0,1,273,72,3.40,59,0,2,1,10,0
PACIFIC,2013,COUNTY TOTAL,"21,000",948,45.10,256,12.20,0,0,18,217,1,0,0,20,550,26.20,2,0,185,5,79,0,1,278,142,6.80,107,0,2,0,33,0
PACIFIC,2014,COUNTY TOTAL,"21,100",839,39.80,250,11.80,0,0,17,210,4,1,0,18,471,22.30,1,0,154,5,29,0,1,281,118,5.60,107,0,0,0,11,0
PACIFIC,2015,COUNTY TOTAL,"21,210",660,31.10,211,9.90,0,0,14,187,0,0,0,10,376,17.70,1,0,124,7,25,0,2,217,73,3.40,64,0,0,0,9,0
PACIFIC,2016,COUNTY TOTAL,"21,180",612,28.90,197,9.30,1,0,10,175,1,1,0,9,335,15.80,0,0,89,7,22,0,1,216,80,3.80,63,0,1,0,16,0
PACIFIC,2017,COUNTY TOTAL,"21,250",558,26.30,154,7.20,0,0,9,133,2,0,0,10,319,15.00,1,0,104,8,21,0,0,185,85,4.00,75,0,2,0,8,0
PACIFIC,2018,COUNTY TOTAL,"21,422",503,23.50,155,7.20,0,0,11,135,0,1,0,8,281,13.10,2,0,74,16,17,0,3,169,67,3.10,62,0,1,0,4,0
PACIFIC,2019,COUNTY TOTAL,"21,640",468,21.60,139,6.40,0,0,7,126,0,0,0,6,247,11.40,1,0,74,2,32,0,2,136,82,3.80,76,0,0,0,6,0
PACIFIC,2020,COUNTY TOTAL,"21,840",450,20.60,144,6.60,0,0,9,122,3,0,0,10,233,10.70,0,0,75,7,24,0,1,126,73,3.30,70,0,1,0,2,0
PACIFIC,2012,Ilwaco Police Department,940,39,41.49,16,17.02,0,0,1,11,0,0,0,4,23,24.47,0,0,4,0,6,0,0,13,0,0.00,0,0,0,0,0,0
PACIFIC,2013,Ilwaco Police Department,940,40,42.55,19,20.21,0,0,0,13,0,0,0,6,19,20.21,0,0,4,1,6,0,0,8,2,2.13,1,0,0,0,1,0
PACIFIC,2014,Ilwaco Police Department,945,42,44.44,23,24.34,0,0,0,20,0,0,0,3,18,19.05,0,0,2,0,3,0,0,13,1,1.06,1,0,0,0,0,0
PACIFIC,2015,Ilwaco Police Department,945,34,35.98,16,16.93,0,0,0,14,0,0,0,2,14,14.81,0,0,2,0,0,0,0,12,4,4.23,4,0,0,0,0,0
PACIFIC,2016,Ilwaco Police Department,945,26,27.51,9,9.52,0,0,0,8,0,0,0,1,13,13.76,0,0,1,2,3,0,0,7,4,4.23,3,0,0,0,1,0
PACIFIC,2017,Ilwaco Police Department,945,37,39.15,12,12.70,0,0,1,7,0,0,0,4,17,17.99,1,0,2,0,4,0,0,10,8,8.47,8,0,0,0,0,0
PACIFIC,2018,Ilwaco Police Department,965,33,34.20,15,15.54,0,0,0,13,0,0,0,2,10,10.36,0,0,2,0,1,0,0,7,8,8.29,8,0,0,0,0,0
PACIFIC,2019,Ilwaco Police Department,965,32,33.16,17,17.62,0,0,0,15,0,0,0,2,9,9.33,0,0,1,0,5,0,0,3,6,6.22,6,0,0,0,0,0
PACIFIC,2020,Ilwaco Police Department,965,20,20.73,13,13.47,0,0,0,10,1,0,0,2,4,4.15,0,0,1,0,0,0,0,3,3,3.11,3,0,0,0,0,0
